ID,titulo,titulo_completo,empresa,comentario_curto,comentario,link,data,cidade,local,problema
107463211,Atraso e nenhum retorno da solicitação,Atraso e nenhum retorno da solicitação,Calçados Bibi," />Os pés das crianças crescem muito rápido. Tem chance de não servirem mais os calçados.Paguei muito caro, para quando chegar perder os sapatos.A...","Fiz uma compra de 2 LYCRA INFANTIL para os meus filhos no dia 25/05.Entrei em contato para saber o motivo do atraso, até agora não me responderam.Os pés das crianças crescem muito rápido. Tem chance de não servirem mais os calçados.Paguei muito caro, para quando chegar perder os sapatos.A data limite da entrega já era extensa, dia 18/06.Hoje dia 01/07, ainda não chegou.",https://www.reclameaqui.com.br/calcados-bibi/atraso-e-nenhum-retorno-da-solicitacao_BJ69uxrZZ8bLSofW/, 01/07/20 às 12h00,Itaporanga, Itaporanga - SP,2
107324111,Bella Confort não entrega produtos comprados,Bella Confort não entrega produtos comprados,Bella Confort," COMERCIO DE CALÇADOS LTDA (CNPJ 22.669.364/0001-00), razão social da empresa ora reclamada (011-3567-0341), mas esse número não permite ligações. Por fim...","No dia 30/04/2020 minha tia fez a compra de um par de botas (pedido n 58834 - bota Bella Confort vinho 37 x 1), no valor total de R$ 218,90, e até agora o produto não foi recebido. No site da empresa não há disponibilização de meio de contato. Pesquisando junto à internet verifiquei um número de telefone da empresa CR COMERCIO DE CALÇADOS LTDA (CNPJ 22.669.364/0001-00), razão social da empresa ora reclamada (011-3567-0341), mas esse número não permite ligações. Por fim, solicitamos o total reembolso/estorno do valor pago pela mercadoria comprada e não recebida, o mais breve possível.",https://www.reclameaqui.com.br/bella-confort/bella-confort-nao-entrega-produtos-comprados_zEXfQpEy8baQ7paz/, 29/06/20 às 15h07,Fortaleza, Fortaleza - CE,2
107316867,Mau atendimento,Mau atendimento,Passarela Modas,Boa Tarde! Gostaria aqui de registrar aqui a minha insatisfação com o site passarela calçados fiz uma compra pelo site dia 23/06/2020 e paguei o frete turbo...,"Boa Tarde! Gostaria aqui de registrar aqui a minha insatisfação com o site passarela calçados fiz uma compra pelo site dia 23/06/2020 e paguei o frete turbo onde informava que eu ia receber ate 4 dias uteis é depois que efetuei a compra não mim enviou mais n em uma informação do meu pedido, no mesmo dia realizei mais duas compra por site uma Puma é outro no site vans é os mesmo mim enviou email informando cada processo é já recebi hoje os dois é detalhe não paguei frete turbo, é mais o telefone do site não funciona ai informa para entrar em contato por whatsapp eu entrei passei o cpf numero do pedido é visualizou e não respondeu nada! estou muito decepcionada com o trabalho desse site.",https://www.reclameaqui.com.br/passarela-modas/mau-atendimento_rz-j9SptL7nROYUp/, 29/06/20 às 13h52,São Paulo, São Paulo - SP,2
107315467,PRODUTO NAO RECEBIDO,PRODUTO NAO RECEBIDO,Sena Calçados,"PRODUTO COMPRADO NO SITE AMERICANAS E ENTREGUE POR SENA CALÇADOS, PRODUTO NÃO RECEBIDO...","PRODUTO COMPRADO NO SITE AMERICANAS E ENTREGUE POR SENA CALÇADOS, PRODUTO NÃO RECEBIDO",https://www.reclameaqui.com.br/sena-calcados/produto-nao-recebido_Fj7yQWMIL0-qAejG/, 29/06/20 às 13h38,Rio dos Cedros, Rio dos Cedros - SC,2
107291595,Produto não chega,Produto não chega,Katy Calçados e Esportes,Bom dia Tem um mês que eu comprei dois calçados pra minha filha e até hoje não tenho notícias. Gostaria de um posicionamento urgente ou entrarei em contato com o Procon...,Bom dia Tem um mês que eu comprei dois calçados pra minha filha e até hoje não tenho notícias. Gostaria de um posicionamento urgente ou entrarei em contato com o Procon,https://www.reclameaqui.com.br/katy-calcados-e-esportes/produto-nao-chega_q3Zv3T9hz0BBXJA7/, 29/06/20 às 09h34,São Paulo, São Paulo - SP,2
107273683,Zattini entregou parcialmente a mercadoria,Zattini entregou parcialmente a mercadoria,Zattini,"Fiz um pedido número 44363221no dia 24-05-20 de calçados e pijamas infantis. Os calçados já foram entregues, os pijamas deram a previsao até dia 17/06 e hoje...","Fiz um pedido número 44363221no dia 24-05-20 de calçados e pijamas infantis. Os calçados já foram entregues, os pijamas deram a previsao até dia 17/06 e hoje são 28/06 e nada. Quando vou olhar no aplicativo aparece como se fiz o pedido dia 08/06 e não foi. Existe código de rastreio mas só informa que produto não chegou e isso eu sei. Comprei pijamas pra minha filha pra p frio mas vai passar a temporada fria na minha cidade e eles não chegam. Nunca mais quero comprar na zattini. Se não me entregaram essa mercadoria quero meu dinheiro de volta .",https://www.reclameaqui.com.br/zattini/zattini-entregou-parcialmente-a-mercadoria_yuqVhhepRJLpAPJc/, 28/06/20 às 17h02,São José do Egito, São José do Egito - PE,2
107255135,COMPREI 02 TENIS E NÃO FOI ENTREGUE AINDA.,COMPREI 02 TENIS E NÃO FOI ENTREGUE AINDA.,todamulher.com.br," calçados atraves do site da toda mulher.Esta com 10 dias de atraso,  e no site diz q esta em separação.O pedido #3588023....","Comprei dois tenis no dia 27/05 com previsao ate dia 17/06 e o pedido ainda esta em separação, preciso saber se vai ser entregue ou nao,. comprei na LBF calçados atraves do site da toda mulher.Esta com 10 dias de atraso,  e no site diz q esta em separação.O pedido #3588023.",https://www.reclameaqui.com.br/todamulher-com-br/comprei-02-tenis-e-nao-foi-entregue-ainda_KOlznf56lyT0VaCQ/, 27/06/20 às 21h57,Campinas, Campinas - SP,2
107242965,Estou muito irritado,Estou muito irritado,Netshoes,"Eu não consigo resolver meu problema, a empresa esta dando a minima para minha situação, estão com meu dinheiro e meus calçados, estou me sentido [Editado pelo Reclame Aqui] pela netshoes, não consigo contato, mandei o que precisava para resolver e não resolvem....","Eu não consigo resolver meu problema, a empresa esta dando a minima para minha situação, estão com meu dinheiro e meus calçados, estou me sentido [Editado pelo Reclame Aqui] pela netshoes, não consigo contato, mandei o que precisava para resolver e não resolvem.",https://www.reclameaqui.com.br/netshoes/estou-muito-irritado_pJniYh-MgyJuyJOI/, 27/06/20 às 15h38,Curitiba, Curitiba - PR,2
107239929,Atraso na entrega,Atraso na entrega,Preçosvip,"Comprei calçados infantis em março e ainda não recebi, já enviei vários e-mails, mas não resolveram meu problema. Quero que devolvam meu dinheiro.nn...","Comprei calçados infantis em março e ainda não recebi, já enviei vários e-mails, mas não resolveram meu problema. Quero que devolvam meu dinheiro.nn",https://www.reclameaqui.com.br/precosvip/atraso-na-entrega_tkrqUkvomxeCxA8T/, 27/06/20 às 14h19,Garibaldi, Garibaldi - RS,2
107235807,Atraso na entrega,Atraso na entrega,Paquetá Calçados - Loja V...," recebir os calçados, paguei um frete de mais de R$80,00, considerávelmente alto, não tem ponto de retirar em Pernambuco.Ainda recebir um e-mail dia 25 que...","Realizei a minha primeira compra nas lojas Paquetá, ""mas se arrependimento matasse"". A compra foi dia 03 de junho e até hoje 27 de junho não recebir os calçados, paguei um frete de mais de R$80,00, considerávelmente alto, não tem ponto de retirar em Pernambuco.Ainda recebir um e-mail dia 25 que virá produtos faltando na sacola,  colocaram em estoque no site, mas depois de dias que efetuei a compra, avisam que não tem mais.Foi a última vez que compro, só quero receber os meus calçados.",https://www.reclameaqui.com.br/paqueta-calcados-loja-virtual/atraso-na-entrega_23CtCkkuBdf2J-qW/, 27/06/20 às 12h45,Olinda, Olinda - PE,2
107225255,Sem atualização do status de entrega,Sem atualização do status de entrega,Loja Melissa - Loja Onlin...,Comprei dois calçados infantis no dia 09/06/20. E sua última atualização foi no dia 17/06/20 e depois disso sem mais atualizações. E também não foi indicado a data prevista de entrega....,Comprei dois calçados infantis no dia 09/06/20. E sua última atualização foi no dia 17/06/20 e depois disso sem mais atualizações. E também não foi indicado a data prevista de entrega.,https://www.reclameaqui.com.br/loja-melissa-loja-online/sem-atualizacao-do-status-de-entrega_x2yNjCgswIbf7kKn/, 27/06/20 às 08h35,Jaíba, Jaíba - MG,2
107223965,GATZA CALÇADOS - NÃO ENTREGAM - Cuidado,GATZA CALÇADOS - NÃO ENTREGAM - Cuidado,Gatza Calçados ,"FIQUEM ATENTOS AO COMPRAR NESSA LOJA, SE NÃO FOR UMA [Editado pelo Reclame Aqui], É UMA CANSEIRA O CONTATO E ENTREGA. PIOR DE TUDO, É SEU DINHEIRO JÁ TER SAÍDO DO BOLSO E NÃO TER O RESPEITO DE CUMPRIMENTO DOS DEVERES POR PARTE DA LOJAEfetuei a compra sob pedido: 0012006725870, pagamento aprovado em 14.06.2020, com promessa de entrega até 10 dias úteis. Em 22.06.2020, fiz contato via email questionando atualização do status, pois não alterava do status aprovado, o retorno dia 23.06 foi que houve um atraso e seria despachado no dia seguinte (24.06), quando seria enviado a NF e rastreio - NÃO ACONTECEU a postagem ATÉ HOJE (27.06.2020), enviei alguns emails pedindo posicionamento, e para minha SURPRESA ninguém mais respondia. Decidi ir publicamente em REDES SOCIAIS para assim obter retorno, em questão de minutos meu email foi respondido que ainda não havia sido postado, além disso, agem sem TRANSPARÊNCIA com outros clientes apagando comentários negativos, deixando vários clientes ""no escuro"" para possível avaliação de compra. Essa questão de prazo li em reclamações anteriores que solucionariam, mas nada pelo jeito foi feito. Solicitei o cancelamento e estorno da minha compra, assim como já intercedi junto a administradora do meu cartão reportando sobre a GATZA e cancelamento da compra. Espero que sejam ágeis em solucionar o retorno.","FIQUEM ATENTOS AO COMPRAR NESSA LOJA, SE NÃO FOR UMA [Editado pelo Reclame Aqui], É UMA CANSEIRA O CONTATO E ENTREGA. PIOR DE TUDO, É SEU DINHEIRO JÁ TER SAÍDO DO BOLSO E NÃO TER O RESPEITO DE CUMPRIMENTO DOS DEVERES POR PARTE DA LOJAEfetuei a compra sob pedido: 0012006725870, pagamento aprovado em 14.06.2020, com promessa de entrega até 10 dias úteis. Em 22.06.2020, fiz contato via email questionando atualização do status, pois não alterava do status aprovado, o retorno dia 23.06 foi que houve um atraso e seria despachado no dia seguinte (24.06), quando seria enviado a NF e rastreio - NÃO ACONTECEU a postagem ATÉ HOJE (27.06.2020), enviei alguns emails pedindo posicionamento, e para minha SURPRESA ninguém mais respondia. Decidi ir publicamente em REDES SOCIAIS para assim obter retorno, em questão de minutos meu email foi respondido que ainda não havia sido postado, além disso, agem sem TRANSPARÊNCIA com outros clientes apagando comentários negativos, deixando vários clientes ""no escuro"" para possível avaliação de compra. Essa questão de prazo li em reclamações anteriores que solucionariam, mas nada pelo jeito foi feito. Solicitei o cancelamento e estorno da minha compra, assim como já intercedi junto a administradora do meu cartão reportando sobre a GATZA e cancelamento da compra. Espero que sejam ágeis em solucionar o retorno.",https://www.reclameaqui.com.br/gatza-calcados/gatza-calcados-nao-entregam-cuidado_xef71eY7QjQS_Ojl/, 27/06/20 às 06h47,São José dos Campos, São José dos Campos - SP,2
107179389,Pedido mais que atrasado,Pedido mais que atrasado,Dafiti.com.br,Realizei a compra com numero de pedido 4487563499 de calçados e pijamas no dia 11/05/2020 cujo prazo de entrega era até dia 09/06/2020. Recebi os calçados e...,"Realizei a compra com numero de pedido 4487563499 de calçados e pijamas no dia 11/05/2020 cujo prazo de entrega era até dia 09/06/2020. Recebi os calçados e até agora nada dos pijamas. Já mandei diversos emails e nunca resolveram o meu problema. Total falta de compromisso com o cliente. Já solicitei até o estorno do valor e nada. Quanto tento rastrear o pedido dá erro, ou seja, não sei nem se o mesmo foi postado. Preciso de providências!!!!",https://www.reclameaqui.com.br/dafiti/pedido-mais-que-atrasado_ndXP9ybvo5LuhE2a/, 26/06/20 às 12h30,Dias dÁvila, Dias dÁvila - BA,2
107175867,ATRASO NA ENTREGA - NÃO TENHO RETORNO,ATRASO NA ENTREGA - NÃO TENHO RETORNO,Tricae,Minha irmã Nayara realizou uma compra no dia 31/05 de três calçados número do pedido 4490033689. no dia 04/06 ela recebeu o primeiro calçado que foi vendido e...,"Minha irmã Nayara realizou uma compra no dia 31/05 de três calçados número do pedido 4490033689. no dia 04/06 ela recebeu o primeiro calçado que foi vendido e entregue pela própria tricae, o segundo foi entregue no dia 08/06  onde aponta vendido e entregue pelo parceiro da tricae Streetcal, o site ficou sem atualização desde o dia 03/06 não sei por qual motivo, e agora aponta a entrega desse produto no dia 16/06. Já o terceiro que consta o nome de Stilo Rosê NÃO FOI ENTREGUE ATÉ O MOMENTO. No site consta previsão de entrega até 16/06, após esse dia comecei as tentativas de contato com a tricae para obter informações do produto que é um coturno porem todas foram frustradas. Enviei dois e-mails onde até o momento não obtive retorno, no telefone indicado no site (11) 3053-7630 nunca completa a ligação. Meu descontentamento com a tricae pela falta de comunicação e respaldo ao seu consumidor é imensa, já realizei outras compras com esse fornecedor e nunca tive esse tipo de problema. Preciso que a tricae me posicione sobre meu produto não entregue até o momento(coturno) tento o rastreio porem a pagina fica em branco, o site está desatualizado desde o dia 03/06 onde mostra que o produto foi entregue para transportadora, desde então nada de mudar o status. Caso eles não tenha retorno para passar sobre quero a devolução do valor que foi pago no mesmo.",https://www.reclameaqui.com.br/tricae/atraso-na-entrega-nao-tenho-retorno_HxgI-P4c3RcfFebH/, 26/06/20 às 11h49,Ribeirão Preto, Ribeirão Preto - SP,2
107124991,Serviço de entrega da Tricae,Serviço de entrega da Tricae,Tricae,"Boa tarde!Fiz a compra de três calçados infantis em 03 jun2020 pelo site da TRICAE, e a previsão para entrega era 17 Jun 2020. Para meu espanto, a...","Boa tarde!Fiz a compra de três calçados infantis em 03 jun2020 pelo site da TRICAE, e a previsão para entrega era 17 Jun 2020. Para meu espanto, a empresa entrou em contato via e-mail em 16 jun dizendo que tentou efetuar a entrega no meu endereço residencial sem sucesso. Portanto o pedido havia retornado para Central de Distribuição.Tal informação não procede, porque por conta dessa pandemia, evito sair de casa e mesmo que me ausente, minha mãe está em casa com meu filho. Ninguém da transportadora entrou em contato comigo, tentando fazer a entrega.A central de relacionamentos da TRICAE entrou em contato novamente em 22 jun perguntando se ainda tinha interesse nos produtos ou se queria a devolução do valor do pagamento. Informei que desejo receber os produtos.Desde então estou aguardando a entrega para solucionar o problema, mas até hoje não tive êxito. Conto com a ajuda de vocês para contactar a empresa para que façam a entrega o mais breve!Pedido n: 4490431469Data do pedido: 03 Jun 2020Total do pedido: R$ 134,90Qtde. de produtos: 3Pagamento: Cartão de Crédito",https://www.reclameaqui.com.br/tricae/servico-de-entrega-da-tricae_4k1pv5Om4V5CCAlq/, 25/06/20 às 15h51,Rio de Janeiro, Rio de Janeiro - RJ,2
107110527,Entrega Atrasada + 7 dias ÚTEIS para retorno de reclama...,Entrega Atrasada + 7 dias ÚTEIS para retorno de reclamação !!!!!,Kanui," />Encomenda Brand's Calçados (DHL)DHL014070Não conseguimos obter os dados desta encomenda.Por favor, tente novamente mais tarde....","Fiz uma compra dia 7/06/2020 de presente de aniversário para meu pai.Pedido 4490938661Previsão de entrega dia 24/06/2020.A primeira compra que fiz chegou em tempo e tudo perfeito, mas esta está demais.Liguei e além de ter problemas para completar a ligação o atendente Luiz abriu uma reclamação e disse que vão me ligar em até 7 dias úteis.Se entra para rastrear a mensagem é :---------------------------------------------------------Encomenda Brand's Calçados (DHL)DHL014070Não conseguimos obter os dados desta encomenda.Por favor, tente novamente mais tarde.---------------------------------------------------------------Detalhe é que o produto está na transportadora desde dia 08 de Junho.Isso é palhaçada, falta de respeito com consumidor, falta de ética, falta tudo !!!!!!!!!!!!!!!!Kanui mesmo que meu pedido chegue NUNCA MAIS EU COMPRO NADA COM VOCÊS.Se meu pedido não chegar VOU TOMAR AS PROVIDÊNCIAS CABÍVEIS.É uma vergonha o que vocês estão fazendo, se não têm capacidade de cumprir com o que é informado no site, então coloque uma mensagem dizendo que vai demorar 6 meses a entrega (tipo importação) porque ai podemos decidir se compramos com vocês ou não.Pra mim isso é enganação. Vergonha alheia. No aguardo de uma resposta, que seja rápida, pois esperar 7 dias UTEIS para uma resposta, com a Tecnologia da Informação bombando, é assinar o atestado de incompetência mesmo.",https://www.reclameaqui.com.br/kanui/entrega-atrasada-7-dias-uteis-para-retorno-de-reclamacao_YLGOJiOajjb0_TK5/, 25/06/20 às 13h05,São Bernardo do Campo, São Bernardo do Campo - SP,2
107090557,ATRASO NO ENVIO E NENHUM RETORNO DO ATENDIMENTO,ATRASO NO ENVIO E NENHUM RETORNO DO ATENDIMENTO,Esposende - Loja Virtual,"Bom dia!Comprei dois calçados no dia 07/06/2020, com data de entrega de 10 dias úteis! Abri uma ocorrência no site no dia 22/06/2020, informando...","Bom dia!Comprei dois calçados no dia 07/06/2020, com data de entrega de 10 dias úteis! Abri uma ocorrência no site no dia 22/06/2020, informando sobre a demora  e até o momento não recebi retorno. Hoje, dia 25/06/2020 foi que finalmente enviaram os calçados, repito, enviaram. Ou seja, um pedido que era pra ser entregue no dia 19/06/2020, está previsto para dia 08/07/2020.",https://www.reclameaqui.com.br/esposende-loja-virtual/atraso-no-envio-e-nenhum-retorno-do-atendimento_zlXdtHnQhyGpzvVs/, 25/06/20 às 09h35,Fortaleza, Fortaleza - CE,2
107066779,"Atraso na entrega, falta de respeito.","Atraso na entrega, falta de respeito.",Condi Outlet, nada de código de rastreio. Já envie vários emails e a resposta é a mesma que devido a pandemia atrasou todas as entregas e que os calçados seriam...,"Boa noite, em abril de 2020 fiz uma compra de dois  pares de sandálias no site que se apresenta seguro .A entrega seria para dia 11 de junho e até hoje nada de código de rastreio. Já envie vários emails e a resposta é a mesma que devido a pandemia atrasou todas as entregas e que os calçados seriam fabricados no Brasil e que até final de junho chegaria, o fato é que mandei vários e-mails e eles não dao retorno. Já falei pra eles por email que quero que depositam o valor pago na conta  que passei e eles simplesmente não dao retorno. Foram duas parcelas no valor de $139,90  totalizando $279,80Não tenho mais interesse no produto pois já se passaram muito tempo e se tornou uma falta de respeito como consumidora. Desde já agradeço a atenção de vcs e  espero uma solução pra este problema. Att: Valdirene Candido.",https://www.reclameaqui.com.br/condi-outlet/atraso-na-entrega-falta-de-respeito_M2R3A9Jv0T7ylpzD/, 24/06/20 às 19h13,Luziânia, Luziânia - GO,2
107026861,tenis comprado em 09.03 cinco parcelas desconbtadas no ...,"tenis comprado em 09.03 cinco parcelas desconbtadas no meu cartão e tenis nunca apareceu, Running Calçados em Porto Ategre, como me explicam?????",Running,"tenis comprado em 09.03 cinco parcelas desconbtadas no meu cartão e tenis nunca apareceu, Running Calçados em Porto Ategre, como me explicam????? tenho 100 dias de confinamento, nao tenho imprimir a copia da fatura.?????...","tenis comprado em 09.03 cinco parcelas desconbtadas no meu cartão e tenis nunca apareceu, Running Calçados em Porto Ategre, como me explicam????? tenho 100 dias de confinamento, nao tenho imprimir a copia da fatura.?????",https://www.reclameaqui.com.br/running/tenis-comprado-em-09-03-cinco-parcelas-desconbtadas-no-meu-cartao-e-tenis-n_dXM55-CcPnNdTCsl/, 24/06/20 às 11h11,Salvador, Salvador - BA,2
106993005,Atraso na entrega,Atraso na entrega,Zattini,Fiz a realização da compra de 4 calçados. Chegou apenas uma sapatilha as demais a última movimentação feita foi no dia 12/06. O limite para entrega era no dia 23/06. Até o momento não tive nenhum posicionamento da empresa....,Fiz a realização da compra de 4 calçados. Chegou apenas uma sapatilha as demais a última movimentação feita foi no dia 12/06. O limite para entrega era no dia 23/06. Até o momento não tive nenhum posicionamento da empresa.,https://www.reclameaqui.com.br/zattini/atraso-na-entrega_1xI4pXhD9P4qCWVg/, 23/06/20 às 18h56,Camaçari, Camaçari - BA,2
106971707,FALTA DE RESPEITO,FALTA DE RESPEITO,Mimo Rosa Store,"Fiz o pedido de 3 pares de calçados no dia 27/05 e até agora nada do meu código de rastreio, ou seja, não enviaram ainda, descomprimido total com o prazo...","Fiz o pedido de 3 pares de calçados no dia 27/05 e até agora nada do meu código de rastreio, ou seja, não enviaram ainda, descomprimido total com o prazo estimado que eles mesmo dão!!! Estou tentando contato para pedir o cancelamento e eles ignoram minhas mensagens, mas até sei qual vai ser a desculpa: estamos com muitas mensagens e demandas. Só que eu não quero saber de desculpas!!!!! NÃO COMPREM NESSA LOJA!",https://www.reclameaqui.com.br/mimo-rosa-store/falta-de-respeito_cLiYin1tEjZ5xNlf/, 23/06/20 às 14h48,Santa Maria, Santa Maria - RS,2
106944481,SITE PARCEIRO SEM VÍNCULOS,SITE PARCEIRO SEM VÍNCULOS,Submarino Marketplace,Fia a compra de 2 botas no site da Submarino.com com o parceiro PALMAVILLE CALÇADOS. Passou-se mais de uma semana e não emitiram notas e nem enviaram o produto...,"Fia a compra de 2 botas no site da Submarino.com com o parceiro PALMAVILLE CALÇADOS. Passou-se mais de uma semana e não emitiram notas e nem enviaram o produto. Em contato com a PALMAVILLE fui informado que não   vendem através do Submarino.com e não tem parceria com nenhum outro site, ou seja, compro pago e fico a mercê da boa vontade do Submarino em não me enviar e ter que cancelar a compra com mais de um mês de espera e pagando pelo produto.",https://www.reclameaqui.com.br/submarino-marketplace/site-parceiro-sem-vinculos_pzp041soHH9yp73x/, 23/06/20 às 10h26,Salvador, Salvador - BA,2
106941543,Não cumpre o prazo estabelecido,Não cumpre o prazo estabelecido,Centauro,"Fiz uma reclamação sobre a entrega do meu produto, que solicitei no dia 18/05/2020, onde fiz a compra de dois calçados, e a entrega foi marcada em dias...","Fiz uma reclamação sobre a entrega do meu produto, que solicitei no dia 18/05/2020, onde fiz a compra de dois calçados, e a entrega foi marcada em dias diferentes. O produto que estava para chegar até 26 de Maio chegou no prazo, porém a segunda entrega que estava prevista para o dia 01/06/2020 até agora nada... e uma satisfação não recebo, isso é um descaso com o consumidor... estamos na data de 23/06/2020 e até o momento sem previsão de recebimento, já tentei contatar por todos os canais e sem sucesso... gostaria de uma breve urgência na resolução...",https://www.reclameaqui.com.br/centauro-loja-fisica/nao-cumpre-o-prazo-estabelecido_YrrtwBCbZ9f9f7vd/, 23/06/20 às 09h56,Paulista, Paulista - PE,2
106918317,Atraso na entrega,Atraso na entrega,Posthaus,"Fiz uma compra no site da posthaus no dia 26/05 na passarela calçados , alguns dias atrás entrei em contato por email para saber uma posição do meu produto e...","Fiz uma compra no site da posthaus no dia 26/05 na passarela calçados , alguns dias atrás entrei em contato por email para saber uma posição do meu produto e não obtive resposta alguma . A data prevista para entrega era 03/06 e até hoje espero chegar meu produto .",https://www.reclameaqui.com.br/posthaus-com/atraso-na-entrega_jw3CtGupL3Mv1a5F/, 22/06/20 às 20h28,Recife, Recife - PE,2
106896625,Com sena calçados você paga e não recebeo produto,Com sena calçados você paga e não recebeo produto,Sena Calçados,,Comprei um tenis deia 9 de junho o praso de entrega seia de 6 dias até hoje não recebi pelo rasteamento só diz estar em produção não fiz encomenda e sim por produto disponivel tento ligar na empresa e nada pedido 16330 acredito ser um [Editado pelo Reclame Aqui] virtual pois eles oferece por um valor mais baixo e não efetua entrega vejo aqui que tem inumeras reclamação que essa empresa esta descumprindo o codigo de defesa do consumidor só resta registrar um boletim de ocorrencia a gente faz a opção de comprar assim por motivo do isolamento adiquire grande dor de cabeça no meu caso foi comprado a vista não tem como estornar já perdi,https://www.reclameaqui.com.br/sena-calcados/com-sena-calcados-voce-paga-e-nao-recebeo-produto_WpF5S7r7C1GEjXui/, 22/06/20 às 15h40,Sorocaba, Sorocaba - SP,2
106879483,Produto ainda não chegou,Produto ainda não chegou,Tricae,Comprei dois calçados infantil e ainda não chegou quero saber o motivo...,Comprei dois calçados infantil e ainda não chegou quero saber o motivo,https://www.reclameaqui.com.br/tricae/produto-ainda-nao-chegou_-Dm_4GpHWaYy1cZ0/, 22/06/20 às 13h01,Recife, Recife - PE,2
106867053,ATRASO NA ENTREGA + FALTA DE INFORMACAO,ATRASO NA ENTREGA + FALTA DE INFORMACAO,Carriers Logística e Tran...,"Realizei uma compra no Calçados Net no dia 28/05, o qual foi entregue a transportadora dia 03/06, e até hj não chegou o produto, o site não foi atualizado, e...","Realizei uma compra no Calçados Net no dia 28/05, o qual foi entregue a transportadora dia 03/06, e até hj não chegou o produto, o site não foi atualizado, e não consigo ter nenhuma informacao.  Optei por esse serviço de entrega,o qual era mais caro, para vir mais rápido meu pedido, pq depois não estarei mais nesse endereço, e oq eu tenho dessa transportadora é esse ATRASO + FALTA DE INFORMACAO AO CONSUMIDOR! Uma verdadeira falta de respeito!",https://www.reclameaqui.com.br/carriers-logistica-e-transporte/atraso-na-entrega-falta-de-informacao_DtfcqPECxgXReE2p/, 22/06/20 às 11h11,Maringá, Maringá - PR,2
106783219,Não foi entregue o produto,Não foi entregue o produto,Crocs,"$30,00 à mais do que nós revendedores de calçados. Fiz a compra porque entregaria até o aniversário da minha mãe que no caso é hoje,dia 19 na data limite. Muito que...","Efetuei uma compra no dia 15/06 É foi me informado que seria até 4 dias úteis,que a entrega seria até dia 19/06. Comprei na própria Crocs mesmo custando R$30,00 à mais do que nós revendedores de calçados. Fiz a compra porque entregaria até o aniversário da minha mãe que no caso é hoje,dia 19 na data limite. Muito que bem,passou o aniversário da minha mãe é infelizmente ela acabou não ganhando nada por conta de uma irresponsabilidade da Crocs,que postou no Correios hoje o produto. Gostaria de saber o que irão fazer agora,uma vez que cobram R$30,00 mais caro do que de quem revende e não cumpriram com a entrega que seria até hoje dia 19/06/2020.#IndignaçãoDobradaValor+irresponsabilidade!",https://www.reclameaqui.com.br/crocs/nao-foi-entregue-o-produto_Ibo5iLBLbi6MhJx1/, 19/06/20 às 23h06,São Paulo, São Paulo - SP,2
106780043,Comprei paguei mas não recebi o produto.,Comprei paguei mas não recebi o produto.,Jdk Calçados,"Produto comprado no dia 31/05/2020 no cartão de crédito, recebi um email da JDK Calçados confirmando a aprovação de pagamento e promessa de entrega em sete...","Produto comprado no dia 31/05/2020 no cartão de crédito, recebi um email da JDK Calçados confirmando a aprovação de pagamento e promessa de entrega em sete dias uteis, e hoje dia 19/06/2020 não tenho mais informações do produto. Já passei email cobrando informação e até agora nada já passei whatsapp disponibilizado pela empresa e não tenho respostas, e a empresa continua com o site ativo para compras ou seja paguei mas não levei o produto.",https://www.reclameaqui.com.br/jdk-calcados/comprei-paguei-mas-nao-recebi-o-produto__A1cb-cogUVNX80j/, 19/06/20 às 21h38,Cabo Frio, Cabo Frio - RJ,2
106761749,Não recebi meu pedido n104635,Não recebi meu pedido n104635,Calçado Net,"A empresa calçados Net contratou a empresa mandaê logistica, mas a empresa nem entra no meu bairro e fala que não localizou, o resultado é que eu não recebo o...","A empresa calçados Net contratou a empresa mandaê logistica, mas a empresa nem entra no meu bairro e fala que não localizou, o resultado é que eu não recebo o calçado e já liguei e mandei email solicitando providências calçado net , mas até agora não obtive resposta. Quero receber o meu pedido nem se for pelo correio mesmo, pois já passou do prazo de 9 dias da entrega e não sei como vai ficar.",https://www.reclameaqui.com.br/calcado-net/nao-recebi-meu-pedido-n104635_mMqZsmX1XMWIZn7p/, 19/06/20 às 16h31,Campinas, Campinas - SP,2
