ID,titulo,titulo_completo,empresa,comentario_curto,comentario,link,data,cidade,local
109618813,Loja não quer trocar produto devolvido,Loja não quer trocar produto devolvido,Under Armour Brasil - Loj...,Mês 06/2020 comprei 2 calçados juntos em promoção. Mesmo modelo. Porém um Masc e outro fem. Segui a recomendação do site e comprei 1 número maior porém o de...,Mês 06/2020 comprei 2 calçados juntos em promoção. Mesmo modelo. Porém um Masc e outro fem. Segui a recomendação do site e comprei 1 número maior porém o de minha esposa ficou grande e precisei mandar pra troca.Porém já faz 15 dias que o produto tá com eles e minha esposa sem calçado. Sendo que era presente de aniversário e até agora não me mandaram a troca mesmo eu escolhendo por 3 vezes o modelo que queria e não mandaram. Agora não tem nem modelo que quero e nem numerações... E por falta de organização deles e agora não aceitam troca por outro que eu quero. E o valor que querem devolver de vale não dá pra comprar nenhum calçado tênis feminino no site deles. Uma vergonha pior atendimento que já tive e pior pós compra que já lidei. Falta de organização. Informações imprecisas uma vergonha.,https://www.reclameaqui.com.br/under-armour-brasil-loja-virtual/loja-nao-quer-trocar-produto-devolvido_RJXo6EHVK_fe-g--/, 01/08/20 às 13h36,Chapecó, Chapecó - SC
109617953,NÃO RECEBIMENTO DE MERCADORIA,NÃO RECEBIMENTO DE MERCADORIA,Palmaville Calçados,No dia 19/07 efetuei a compra de um kit com 3 pares de calçados e optei por a entrega EXPRESSA que além de ser mais cara deveria entregar o produto mais rápido...,"No dia 19/07 efetuei a compra de um kit com 3 pares de calçados e optei por a entrega EXPRESSA que além de ser mais cara deveria entregar o produto mais rápido, na descrição do pedido diz que o prazo para entrega são de 7 dias úteis o que seria 28/07  porém até o momento não recebi a entrega e não houve nenhum comunicado da empresa para informar uma nova data , rastreando o pedido o mesmo está parado em Santo André cidade vizinha onde moro desde do dia 23/07 sem nenhuma atualização , gostaria de receber a minha entrega e gostaria que fosse o mais rápido possivel .Att,",https://www.reclameaqui.com.br/palmaville-calcados/nao-recebimento-de-mercadoria_9PSQ6QeprBIxxzai/, 01/08/20 às 13h15,Mauá, Mauá - SP
109612029,Sandália Vizzano,Sandália Vizzano,Vizzano,"Bom dia gosto muito dos calçados da vizzano mas meus últimos que comprei tive problemas, usei uma vez e arrebentou a tira e tive que cortar...","Bom dia gosto muito dos calçados da vizzano mas meus últimos que comprei tive problemas, usei uma vez e arrebentou a tira e tive que cortar",https://www.reclameaqui.com.br/vizzano/sandalia-vizzano_RNaw3yBn_taew0Eh/, 01/08/20 às 11h05,Taquara, Taquara - RS
109610451,Queda na qualidade,Queda na qualidade,Funshoes,"Gostava muito dos calçados funshoes, porém ontem fui fazer uma nova compra de calçados pra minha filha e fiquei decepcionada. Além ter um aumento significativo...","Gostava muito dos calçados funshoes, porém ontem fui fazer uma nova compra de calçados pra minha filha e fiquei decepcionada. Além ter um aumento significativo, de 30,00 para 50,00 a qualidade foi lá em baixo. Péssimo acabamento, uma costura por dentro que não tinha ( que pode machucar o pé da minha filha), sem elástico para maior conforto no prendedor, sem conforto no calcanhar, enfim sem conforto nenhum. Comprei rápido e na hora não me atentei a esses detalhes, quando cheguei em casa e fui comparar com as que eu tinha, me decepcionei.Não indico mais.",https://www.reclameaqui.com.br/funshoes/queda-na-qualidade_nPk5vqxrgqbldNh1/, 01/08/20 às 10h26,Poços de Caldas, Poços de Caldas - MG
109606635,produto não recebido,produto não recebido,Netshoes,"Bom diaComprei 3 calçados da data do dia 28/04/2020  para receber na minha residencia, porém o pacote foi para os correios e devido a pandemia de...","Bom diaComprei 3 calçados da data do dia 28/04/2020  para receber na minha residencia, porém o pacote foi para os correios e devido a pandemia de coronavirus não deu para ser retirado, o qual foi devolvido , porém até hoje nesta data do dia 1 de Agosto não consegui a devolução do valor pago de 249,97 REAIS , já tentei vários contatos  , porém não consegui, preciso de um contato urgente e a devolução do valor. N do pedido  42874390/   meu telefone  251818-54/ ( 11) 98412-5740",https://www.reclameaqui.com.br/netshoes/produto-nao-recebido__GvsWFg8hgR1lfZq/, 01/08/20 às 08h12,São Paulo, São Paulo - SP
109604095,Produto com defeito,Produto com defeito,Timberland - Loja Física ," ni ultimo dia 8/6/20 estive na cidade de Dourados MS, Shopping Avenida, Loja Titana Calçados e efetuei a comprar de um boot timberland tam 41, o ultimo par do...","Ola, não sei ate que ponto tenho razão, e se esse é o lugar certo, porém sempre tive apreço e confiança pela marca Timberland, pela qualidade dos produtos, mas ni ultimo dia 8/6/20 estive na cidade de Dourados MS, Shopping Avenida, Loja Titana Calçados e efetuei a comprar de um boot timberland tam 41, o ultimo par do estoque por +ou - 440,00 e dei de presente! No dia 28/6 recebi uma breve reclamaçao do presenteado que o Boot havia soltado partes de dentro, algo abaixo do calcanhar e que havia soltado praticamente toda a costura interna, além de descolar um pouco da entressola. Eu resido a 100km da cidade de Dourados, então entrei em contato atraves do Messenger loja e expliquei e mandei fotos e videos do Calçado no dia 30/6, onde me informaram que eu deveria ir ate o estabelecimento e levar o Boot em mãos. Pude ir á loja no dia 13/7, levei o produto referido e me instruiram a deixar ali e depois voltar pra ver a solução, pois a pessoa responsavel não se encontrava, reclamei, mas não houve jeito, deixei e voltei pra casa chateada e sem resolver nada, mas com a promessa que resolvido o caso, me retornariam como uma resposta. Como isso não aconteceu, novamente entrei em contato no dia 30/7, e me disseram que o sapato estava pronto, eu questionei o que seria o  pronto, e me disseram que tinham mandado arrumar no sapateiro. Eu me alterei e disse que não queria um sapato concertado, eu quero algo com a qualidade timberland que eu conheço, afinal nao foi usado 6 meses, ou 1 ano, pra concertar ( já vi esse tipo de boot durar mais de cinco anos sob muito uso e ficar apenas descorado e com aspecto de velho e nunca descolado ou descosturado) foi usado bem menos que 25 dias. Enfim, aguardo um retorno, pois ainda estou pagando as parcelas do sapato e não admito de forma alguma pagar por um produto concertado em um sapateiro !",https://www.reclameaqui.com.br/timberland-loja-fisica/produto-com-defeito_yZi3YRlLqWkhAlGX/, 01/08/20 às 01h30,Ponta Porã, Ponta Porã - MS
109600563,Troca de calçados,Troca de calçados,Calçados Laroche,,"Comprei um calçado dia 31 de maio de 2020, recebi com pequeno atraso, que não me desagradou, porém, a bota não serviu e solicitei a troca. Foi onde começou o problema, até agora não recebi o produto que sequer foi postado até esta data, 31 de julho. O pós vendas é horrível!",https://www.reclameaqui.com.br/calcados-laroche/troca-de-calcados_mRJ_h4DmLsPNF3d6/, 31/07/20 às 22h43,Maringá, Maringá - PR
109598581,Incompetência é apelido para essa ag.,Incompetência é apelido para essa ag.,Correios ,"Comprei um par de calçados de um revendedor de SP dia 10 de julho, previsão de chegada do produto 22 de Julho= 12 dias até aceitável. Porém o produto ficou uns...","Comprei um par de calçados de um revendedor de SP dia 10 de julho, previsão de chegada do produto 22 de Julho= 12 dias até aceitável. Porém o produto ficou uns 10 dias na Ag correios em Curitiba PR de lá encaminhado em Porto Alegre RS, ficando 12 dias lá, depois enviaram para Charqueadas!? Nada haver com a minha cidade ou seja destino errado!? Hoje dia 31 de julho!? 21 dias se passaram e o meu produto está em Charqueadas, RS!? Quanta incompetência dessa Agência!? Isso não tem nada haver com o Coronavirus!? É falta de vontade dos Agentes, pelo amor de Deus. Desse jeito vai demorar mais uns 30 dias para seguir o caminho certo!? Vou cancelar a compra, não tem condições. Privatizem urgente essa M.",https://www.reclameaqui.com.br/correios/incompetencia-e-apelido-para-essa-ag_qHyw5_jZDrqTiGS3/, 31/07/20 às 21h44,Frederico Westphalen, Frederico Westphalen - RS
109598267,Calçado com defeito,Calçado com defeito,Blue infantis,"Eu comprei 03 pares de calçados para a minha filha de 04 anos. Um par de botinhas, um par de tênis e um par de sapatinhos.Quando foram entregues, as caixas...","Eu comprei 03 pares de calçados para a minha filha de 04 anos. Um par de botinhas, um par de tênis e um par de sapatinhos.Quando foram entregues, as caixas chegaram ""derretendo"" de tão molhadas, a nota fiscal estava se despedaçando e os calçados estavam levemente umedecidos. Eram dias de chuva e a encomenda não foi propriamente embalada. Fiquei assombrada com o descuido. Os calçados, são lindos. Fiquei impressionada com a qualidade do material e com o acabamento até que minha filha calçou as botinhas para sairmos. Foi então que eu descobri que os zípetes têm um defeito e não se mantêm fechados! Escrevi um e-mail para a Blue Infantis e até agora não recebi qualquer resposta. Essa falta de compromisso no pós venda coloca a Blue Infantis no patamar de empresas desonestas que não se importam com o cliente, mas apenas com a venda de seus produtos caros. Levei o par para o sapateiro e descobri que os zíperes não têm trava, é um defeito de fábrica. Imperdoável a falta de respeito.",https://www.reclameaqui.com.br/blue-infantis/calcado-com-defeito_hxqdg_PJYPnApVok/, 31/07/20 às 21h37,Jaraguá do Sul, Jaraguá do Sul - SC
109597265,CALÇADOS MACHUCA PÉ DE BEBÊ,CALÇADOS MACHUCA PÉ DE BEBÊ,Grendene Calçados,,"fiz uma compra no site,em janeiro de 2020.o modelo que eu queria não tinha a numeração.fui obrigada a comprar maior ,usei no meu filho no dia 12/06/2020.como era grande eu não tinha como usar antes.no dia 13/06/20202  eu entrei em contato com o Sac dizendo que o calçado estava machucando o pé do meu filho, eles me pediram foto de tudo, eu enviei. Meu filho só usou meio período, ao tirar para dar banho nele eu vi, que estava com os dois pés vermelhos quase saindo a pele se ficasse mais um pouco, isso iria acontecer . A atendente disse que iria enviar para análise, Depois entrei em contato com o Sac novamente porque não tive retorno, no atendimento ela me informou que não era defeito e que o produto estaria folgado.  A sandália está normal no pé dele ,pois é a numeração correta que ele está usando , acontece que a sandália é dura e quando ele anda ou corre, machuca ,por ser velcro quando as duas partes se fecha machuca o pé. É impossível meu filho não correr, o produto é duro demais para uma criança ,meu filho tem um ano e onze meses.  A Grendene on line entrou em contato comigo dizendo que tem que entrar em contato com a fábrica e o sac diz que é responsabilidade da loja on-line e ninguém resolve.",https://www.reclameaqui.com.br/grendene-calcados/calcados-machuca-pe-de-bebe_Pjlm8JQEhnkGtzC2/, 31/07/20 às 21h12,São Paulo, São Paulo - SP
109596809,Sola slip on,Sola slip on,Calçados Bottero," se tivesse no prazo de 90 dias poderia trocar o produto. Calçados de vocês feito pra durar quanto ??? Porcaria isso sim, nunca mais compro essa marca. Segue a foto....","Comprei slip-on da Bottero e a sola simplesmente está toda rachada, já fiz uma reclamação da marca que me deu uma resposta completamente formal e dizendo que se tivesse no prazo de 90 dias poderia trocar o produto. Calçados de vocês feito pra durar quanto ??? Porcaria isso sim, nunca mais compro essa marca. Segue a foto.",https://www.reclameaqui.com.br/calcados-bottero/sola-slip-on_MKHpKyd7zyrX7Jq7/, 31/07/20 às 21h02,Cascavel, Cascavel - PR
109595261,Sem resposta a mais de 2 meses sobre uma troca,Sem resposta a mais de 2 meses sobre uma troca,Dafiti.com.br,"Comprei 3 sapatilhas em uma promoção da dafiti, precisei trocar duas, me pediram para enviar os calçados que não couberam e já fazem mais de dois meses que não...","Comprei 3 sapatilhas em uma promoção da dafiti, precisei trocar duas, me pediram para enviar os calçados que não couberam e já fazem mais de dois meses que não tenho resposta sobre a troca, já liguei lá diversas vezes e o não tenho resposta nenhuma",https://www.reclameaqui.com.br/dafiti/sem-resposta-a-mais-de-2-meses-sobre-uma-troca_Nbb0mEfUvX0J0hMi/, 31/07/20 às 20h29,Andradina, Andradina - SP
109588367,Tênis desconfortável,Tênis desconfortável,Calçados Comfortflex, meu número até queria comprar numero 40 mas não tinha e o 39 serviu como todos.meus calçados mas infelizmente está inutilizado para uma propaganda que seja bem confortável deixou a desejar...,"Eu trabalho no área da saúde plantão de 12 horas noturno,comprei um par da tênis na loja mundial e para minha surpresa no já no inicio do plantão o sapato ficou apertando meus dedos meu Deus foi um desespero vejo que ele está meio deslechado o sapato largo e o bico dele fino sinto ele estranho no pé,não levei na loja porque cheguei a  usar umas três horas e depois não aguentei tive q colocar chinelo arriscando minha saúde no meio do plantão e não paguei barato não,comprei meu número até queria comprar numero 40 mas não tinha e o 39 serviu como todos.meus calçados mas infelizmente está inutilizado para uma propaganda que seja bem confortável deixou a desejar",https://www.reclameaqui.com.br/calcados-comfortflex/tenis-desconfortavel_l4BzY5MoeVqxalND/, 31/07/20 às 18h10,São Paulo, São Paulo - SP
109587333,FALTA DE UM ITEM,FALTA DE UM ITEM,Dafiti.com.br,"Realizei a compra de 6 calçados, os recebi hoje, porém, somente 5, falta um item....","Realizei a compra de 6 calçados, os recebi hoje, porém, somente 5, falta um item.",https://www.reclameaqui.com.br/dafiti/falta-de-um-item_RIdufR-lQd6j8f35/, 31/07/20 às 17h51,Lastro, Lastro - PB
109586443,Desrespeito ao consumidor - demora a disponibilizar o v...,Desrespeito ao consumidor - demora a disponibilizar o vale-troca,Usaflex,"Fiz um pedido, em 21/05/20, no site da Usaflex, através do qual adquiri 03 pares de calçados. Como 02 pares não deram, solicitei a devolução, com a opção de...","Fiz um pedido, em 21/05/20, no site da Usaflex, através do qual adquiri 03 pares de calçados. Como 02 pares não deram, solicitei a devolução, com a opção de vale-troca. Embora os produtos já tenham sido entregues à empresa em 03/07/20, até o momento não enviaram o vale, mesmo eu já tendo ligado para lá várias vezes. NUNCA MAIS compro nada no site. As outras empresas disponibilizam o vale ou fazem o estorno em, no máximo, 5 dias após a devolução do bem.",https://www.reclameaqui.com.br/usaflex/desrespeito-ao-consumidor-demora-a-disponibilizar-o-vale-troca_vByTJtK2WTAnQX1Y/, 31/07/20 às 17h36,Aracaju, Aracaju - SE
109582875,Cancelaram minha compra,Cancelaram minha compra,Mercado Livre," produto foi cancelado, entrei em contato com o fornecedor do produto (Impacto Modas Calçados) e eles me disseram que não tem como saber o que houve que eles...","Boa tarde.Fiz a compra de 3 produtos de diferentes fornecedores no dia 29/07 e efetuei o pagamento ontem dia 30/07 via boleto. Acabei de verificar que um produto foi cancelado, entrei em contato com o fornecedor do produto (Impacto Modas Calçados) e eles me disseram que não tem como saber o que houve que eles não cancelaram a compra, no site só fala que foi cancelado, não me explicam o motivo.Só exijo receber uma explicação do porque do cancelamento e o meu produto que inclusive foi pago a vista.",https://www.reclameaqui.com.br/mercado-livre/cancelaram-minha-compra_pAPve7-u0oi1icxS/, 31/07/20 às 16h42,Itu, Itu - SP
109581469,Não recebi o produto,Não recebi o produto,Dafiti.com.br,"Comprei 3 calçados em maio de 2020..recebi 2 dos 3..E eles não são uma satisfação,  já vou terminar de pagar sem receber. ABSURDO....","Comprei 3 calçados em maio de 2020..recebi 2 dos 3..E eles não são uma satisfação,  já vou terminar de pagar sem receber. ABSURDO.",https://www.reclameaqui.com.br/dafiti/nao-recebi-o-produto_DMo0Ee-Rd8ptfDlW/, 31/07/20 às 16h22,Ipiranga do Piauí, Ipiranga do Piauí - PI
